JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
SA-E-014,Solutions Architect,Experienced,4+,AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder engagement; Project leadership; Problem-solving,Design and deliver cloud-based solutions; Implement Infrastructure as Code; Oversee containerized deployments; Ensure compliance and security; Collaborate with stakeholders; Lead and mentor technical teams,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance
SA-E-015,Solutions Architect,Experienced,5+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; CI/CD pipelines; Java; Python; Node.js; Security compliance; Project management; Leadership,Architect scalable multi-cloud solutions; Implement IaC using Terraform/CloudFormation; Deploy containerized applications; Ensure compliance and security; Lead cross-functional teams; Mentor junior architects,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD
SA-E-016,Solutions Architect,Experienced,3+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security protocols; Project management; Leadership; Stakeholder management,Design enterprise solutions for cloud platforms; Implement IaC using Terraform/CloudFormation; Deploy and manage microservices; Ensure security and compliance; Collaborate with business stakeholders; Lead teams and manage projects,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; Microservices; CI/CD
SA-E-017,Solutions Architect,Experienced,4+,AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Leadership; Stakeholder management; Problem-solving,Lead design and implementation of cloud solutions; Develop infrastructure as code; Deploy containerized applications; Ensure security compliance; Coordinate with stakeholders and cross-functional teams; Mentor junior architects,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance
SA-E-018,Solutions Architect,Experienced,5+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security compliance; Project management; Leadership,Architect scalable cloud solutions; Implement IaC using Terraform/CloudFormation; Deploy containerized applications; Ensure compliance with security protocols; Lead teams and mentor architects; Collaborate with business and technical stakeholders,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD
SA-E-019,Solutions Architect,Experienced,4+,AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Leadership; Stakeholder management; Problem-solving,Design and implement cloud solutions; Develop infrastructure as code with Terraform/CloudFormation; Deploy and manage containerized apps; Ensure security and compliance; Lead cross-functional teams; Mentor junior architects,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance
SA-E-020,Solutions Architect,Experienced,5+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; CI/CD pipelines; Java; Python; Node.js; Security compliance; Project management; Leadership; Stakeholder engagement,Lead architecture design for multi-cloud solutions; Implement IaC using Terraform/CloudFormation; Deploy microservices using Docker/Kubernetes; Ensure compliance and security; Mentor teams and manage projects; Collaborate with stakeholders,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD
SE001,System Engineer,Fresher,0-1,Windows Server; Linux; VMware; Networking Basics; Python,Assist in system installation; Perform basic configuration tasks; Support monitoring activities; Troubleshoot hardware/software issues; Document system changes,Systems Engineering; Linux; VMware; TCP/IP; Cloud Computing
SE002,Junior System Engineer,Fresher,0-1,Linux Basics; VirtualBox; TCP/IP; Bash Scripting; AWS Fundamentals,Support system configuration; Perform routine server checks; Assist in virtualization setup; Create basic scripts; Collaborate with IT team,System Support; Linux; VMware; Cloud Basics; Troubleshooting
SE003,System Engineer Trainee,Fresher,0,Windows Server; Networking; Python Basics; Monitoring Tools; Azure Fundamentals,Learn system deployment processes; Support ticket resolution; Monitor server uptime; Assist in cloud setups; Participate in training sessions,Systems Engineering; Windows Server; Python; Monitoring; Azure
SE004,Associate System Engineer,Fresher,0-2,Linux Administration Basics; VMware; Cloud Concepts; Perl Basics; TCP/IP,Assist in configuring servers; Troubleshoot network issues; Write simple automation scripts; Provide system documentation; Collaborate with senior engineers,Linux; Systems Engineering; VMware; Cloud Computing; Automation Basics
SE005,System Engineer - Entry Level,Fresher,0-1,Networking Fundamentals; VirtualBox; Python Basics; Monitoring Tools; Windows Server,Assist in daily system operations; Conduct log analysis; Configure basic network settings; Perform user account setup; Support backup operations,Systems Engineer; Windows; Networking; Python; Troubleshooting
SE006,System Engineer,Experienced,5-Mar,Linux Administration; Active Directory; VMware; AWS; Python Scripting,Manage Linux/Windows servers; Handle virtualization with VMware; Automate tasks using Python; Implement cloud solutions; Ensure system security compliance,System Architecture; Linux; VMware; AWS; Python
SE007,System Engineer - Cloud Focus,Experienced,6-Apr,AWS; Azure; Linux; Terraform; Nagios,Design and manage cloud systems; Monitor system performance; Automate infrastructure; Collaborate on hybrid cloud projects; Ensure compliance with standards,Cloud Computing; System Architecture; Automation; Linux; Terraform
SE008,Senior System Engineer,Experienced,7-May,Windows Server; Active Directory; Docker; PowerShell; Grafana,Lead system deployments; Manage virtualization platforms; Enhance monitoring solutions; Implement security controls; Mentor junior engineers,System Engineering; Active Directory; Docker; PowerShell; Monitoring
SE009,System Engineer - Automation Specialist,Experienced,6-Apr,Python; Bash; Ansible; Linux; VMware,Automate configuration management; Develop custom automation scripts; Improve deployment efficiency; Optimize infrastructure performance; Integrate monitoring tools,Automation; Linux; Python; System Optimization; Ansible
SE010,System Engineer - Security,Experienced,5+,Linux Security; Firewalls; AWS IAM; Compliance; PowerShell,Implement system security measures; Monitor access controls; Collaborate with security teams; Maintain compliance standards; Conduct vulnerability assessments,System Security; IAM; Linux; Compliance; Troubleshooting
SE011,System Engineer - Virtualization,Experienced,5-Mar,VMware; Hyper-V; Docker; Linux; Networking,Maintain virtualization environments; Deploy containers; Optimize system utilization; Monitor performance metrics; Collaborate with DevOps teams,VMware; Docker; Linux; Virtualization; System Performance
SE012,System Engineer - Monitoring,Experienced,6-Mar,Nagios; Grafana; Linux; Windows Server; Automation Scripts,Implement monitoring solutions; Ensure system uptime; Generate system reports; Integrate monitoring with automation; Support incident response,Monitoring; Nagios; Grafana; System Reliability; Automation
SE013,System Engineer,Experienced,8-Jun,Linux; Active Directory; AWS; PowerShell; System Architecture,Design system architecture; Manage hybrid environments; Implement automation pipelines; Lead cross-team projects; Maintain documentation,System Architecture; AWS; Active Directory; Linux; Automation
SE014,System Engineer - DevOps Integration,Experienced,7-Apr,CI/CD; Docker; Kubernetes; Linux; Ansible,Integrate systems with CI/CD pipelines; Deploy containers and clusters; Automate builds and deployments; Collaborate with DevOps teams; Ensure scalability,DevOps; CI/CD; Docker; Kubernetes; Automation
SE015,System Engineer,Experienced,8+,Windows Server; Linux; AWS; Terraform; Security Compliance,Lead system design initiatives; Manage enterprise-scale infrastructure; Ensure compliance adherence; Oversee automation projects; Mentor junior engineers,Enterprise Systems; System Architecture; AWS; Terraform; Compliance
SE016,Junior System Engineer,Fresher,0-2,Windows Server Basics; Linux Basics; VMware; TCP/IP; Python,Support infrastructure setup; Assist in troubleshooting; Learn scripting for automation; Monitor basic performance; Document processes,System Engineer; Windows Server; Linux; VMware; Python
SE017,System Engineer Intern,Fresher,0,Linux Basics; Networking; Scripting Fundamentals; Cloud Basics; Monitoring Tools,Assist senior engineers; Learn system administration tasks; Support daily operations; Participate in knowledge sessions; Perform testing,Internship; Systems Engineering; Linux; Networking; Cloud Basics
SE018,System Engineer - Cloud & Automation,Experienced,7-May,AWS; Azure; Ansible; Python; Docker,Automate cloud deployments; Manage hybrid systems; Integrate cloud with on-prem infrastructure; Support security compliance; Develop automation scripts,Cloud; Automation; AWS; Azure; Python
SE019,System Engineer,Experienced,10-Jul,Linux; Windows Server; Kubernetes; Terraform; Nagios,Design enterprise system architecture; Implement Kubernetes clusters; Optimize automation workflows; Oversee monitoring tools; Collaborate with security teams,System Engineering; Kubernetes; Terraform; Linux; Monitoring
SE020,Lead System Engineer,Experienced,10+,Enterprise Architecture; Linux; Windows Server; Cloud Strategy; Leadership,Lead enterprise system strategy; Design hybrid infrastructures; Mentor engineering teams; Ensure security governance; Collaborate with executives,Leadership; System Architecture; Enterprise Systems; Cloud Strategy; Linux
TW-101,Technical Writer,Fresher,0-1,Clear Writing; Technical Accuracy; Proofreading; Basic HTML/CSS; Research Skills; Interviewing SMEs; CMS Basics; Markdown; Time Management; Adaptability,"Assist in drafting technical documents; Conduct basic research on technical subjects; Collaborate with engineers and SMEs; Proofread and edit content; Learn documentation tools (CMS, Markdown); Support content updates; Prepare diagrams and visuals for manuals; Follow documentation standards; Ensure accuracy of content; Develop attention to detail and technical writing skills",Technical Writing; Documentation; Research; CMS; Markdown; HTML; CSS; Proofreading; SME Collaboration; Adaptability
TW-102,Technical Writer,Mid-Level,5-Feb,Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; HTML/CSS/XML; CMS; Version Control; Agile Documentation; AI Writing Tools,Create and maintain technical documents and manuals; Collaborate with engineering and product teams; Use authoring tools to format and publish documents; Apply version control for document tracking; Implement Agile documentation practices; Leverage AI-assisted writing tools; Ensure technical accuracy and clarity; Conduct SME interviews for content accuracy; Produce visual diagrams and infographics; Update and revise content continuously,Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; HTML; CSS; XML; CMS; AI Tools; Agile Documentation
